# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Sat Oct  4 03:30:19 2025,,,,,,,,,,,
#,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN tid:            TESS Input Catalog ID,,,,,,,,,,,
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC),,,,,,,,,,,
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD],,,,,,,,,,,
# COLUMN pl_orbper:      Planet Orbital Period Value [days],,,,,,,,,,,
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours],,,,,,,,,,,
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm],,,,,,,,,,,
# COLUMN pl_insol:       Planet Insolation Value [Earth flux],,,,,,,,,,,
# COLUMN st_tmag:        TESS Magnitude,,,,,,,,,,,
# COLUMN st_dist:        Stellar Distance [pc],,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature Value [K],,,,,,,,,,,
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius Value [R_Sun],,,,,,,,,,,
#,,,,,,,,,,,
tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_insol,st_tmag,st_dist,st_teff,st_logg,st_rad
392022763,PC,2460271.368,14.8547783,5.931,8228,180.979,12.9455,890.043,6397,4.26,1.39
14435301,PC,2460269.633,13.2272686,1.676,11013,11.0108,13.0434,598.429,5648,4.33,1.13
457039843,PC,2460274.153,6.5202038,4.73,9263,618.612,11.9687,720.413,6628,4.13,1.68
438329568,APC,2460282.695,5.4911822,0.523,4727,10.7412,12.4004,569.591,6250,4.29,1.3
45905504,PC,2460280.812,3.2232502,3.185,7301,1730.82,13.4456,1116.31,7164.1,4.33,1.44
55559618,PC,2458346.404,21.3764237,4.7666334,786.0019744,23.8245444,10.749,144.045,5591,4.38111,0.811463
165965790,PC,2460284.72,2.0478359,1.559,40591,71.7485,14.9577,,3854,4.63,0.63
83180637,PC,2460279.795,3.7279887,3.303,13982,859.131,13.3694,1030.88,6514,4.17,1.58
400466395,FP,2460311.735,5.1391542,0.633,6171,26.3552,12.2479,388.991,5974.6,4.48,1
70435923,APC,2460285.316,0.8204734,1.171,2903,1962.4,12.9312,865.039,5956.8,4.1,1.55
443607377,PC,2460283.831,4.0207557,2.017,1556,124.569,11.4374,190.042,5019.9,4.41,0.95
81963214,PC,2460277.209,5.1185703,6.274,2687,2080.26,12.1032,1020.81,6547.8,3.76,2.55
294350792,PC,2460276.864,12.3900547,5.787,6904,327.708,13.4137,1048.28,6824.2,4.36,1.33
30853990,PC,2458377.046,160.6760208,9.5344918,959.8285715,2.4672264,10.8865,176.682,5389.7,4.29499,1.02412
219108677,PC,2460316.951,5.9815745,2.5574444,41908.6246,46.0989705,14.034,338.369,4403,4.6285,0.667127
230013442,PC,2460313.989,3.1381914,2.7306785,15708.96403,418.5038868,14.3021,804.639,5210,4.37321,1.0165401
77156829,CP,2458411.474,0.8602406,0.5124345,719.5357708,112.3971391,10.4276,19.8782,3450,4.89044,0.33819
77156829,CP,2458411.068,3.6942604,1.1278521,832.8225921,16.1019503,10.4276,19.8782,3450,4.89044,0.33819
77156829,CP,2458414.563,4.9652069,0.9361524,633.0580849,10.8558882,10.4276,19.8782,3450,4.89044,0.33819
204496071,APC,2459062.125,1.3059494,1.086804,8517.933334,532.682437,12.6862,236.69,5107.3,,0.732116
404715325,PC,2459460.591,17.2367433,5.529651,946.1500622,83.13956,11.0921,271.527,5911.15,4.33608,1.1687
435339558,KP,2459456.139,21.9903619,3.8732381,1122.302109,56.4700581,11.2235,256.011,5294,4.14669,1.33417
56658270,CP,2459475.616,8.8349261,6.2442811,6132.255344,41.4198706,12.8131,159.244,3303,3.84689,1.1499799
243208884,PC,2460210.583,4.7645838,0.9332304,855.7217275,288.0706551,10.0394,131.527,5432.25,4.37517,1.0462199
80224448,PC,2459505.194,5.9693397,3.441038,105.5424205,334.6170929,6.3103,31.1664,6007,4.37729,1.12993
80224448,PC,2459508.009,28.0693949,6.0393818,154.3008171,42.4755605,6.3103,31.1664,6007,4.37729,1.12993
243030574,PC,2459449.712,2.1659522,1.5926216,431.2815173,1867.880408,10.6839,216.411,6194.54,4.28076,1.30635
27635334,KP,2459502.376,4.7335575,3.2089234,930.2503519,850.4828102,11.6736,477.295,5496,3.93163,1.75896
121990418,PC,2460340.704,2.3475051,2.8281222,1972.371829,1270.918132,12.0086,430.708,5924,4.31001,1.20432
17129975,FP,2460340.479,1.5142292,1.7190416,5271.455864,4024.597942,12.367,658.741,6616,4.2907,1.39196
17129975,PC,2460342.86,4.5565614,2.7966471,5389.410619,926.3925066,12.367,658.741,6616,4.2907,1.39196
77253676,APC,2458418.926,8.6078603,3.6798697,555.0621766,117.5495324,9.3553,93.7714,5447,4.39971,0.968149
271749758,KP,2460342.997,11.714447,3.5131822,12763.9935,53.7953827,13.9354,587.91,5165,4.48308,0.885629
354031707,PC,2460343.972,4.1866989,6.5543918,2199.89363,3868.605528,8.49335,231.047,6309,3.62105,2.85361
219824470,PC,2459661.074,5.4809114,4.908,2237,736.085,10.388,297.451,5907,3.99,1.72
427765233,PC,2459857.549,31.6527509,3.72,940,17.5796,8.7622,76.325,5626,4.44,1
348684814,PC,2459976.9,7.7517707,3.975,4381,201.798,11.5622,360.739,5741,4.24,1.27
158381418,APC,2460038.793,2.1449013,3.043,6115,,11.9453,,,,
5972036,PC,2460037.518,1.7346044,1.084,1007,627.153,9.9853,252.27,6850,4.26,1.49
436575927,KP,2460250.886,5.0957983,1.772,714,28.5068,11.4398,98.0152,4197,4.56,0.7
320847025,PC,2458661.083,9.1258136,3.173012,169.7218223,42.107688,7.5621,23.6103,4747.13,4.56794,0.750709
26078330,KP,2459451.225,8.754708,3.4644403,1527.674894,117.8260362,11.584,214.753,5888,4.57,0.889347
141527579,PC,2458328.942,15.0867738,2.1250291,1911.92218,3.5705631,12.1293,63.3731,3570,4.83196,0.471842
422912527,PC,2459463.701,,2.85547,409.3413481,35.6346136,7.9859,73.7757,6186,4.37093,1.17357
443823169,PC,2458525.814,425.4506963,2.9472616,4753.282994,0.2314879,11.6627,25.4675,3261,4.92925,0.296806
113921235,CP,2459518.397,59.8473992,4.3696664,11392.75077,0.4688342,11.3281,245.962,5765.3,4.38,1.09215
368628986,PC,2459465.951,31.1571613,5.9839922,336.5990841,62.3345745,9.57157,171.467,6317.08,4.2542,1.3783
83181153,KP,2460256.948,,5.1289452,3407.848686,0.0279229,12.7079,99.0504,3683,4.72407,0.515263
59490344,PC,2459509.801,748.7146251,6.6689152,1655.350907,0.1991332,8.3323,46.2206,5235,4.5339,0.844852
366302410,PC,2460310.606,1.2117417,1.046,33487,63.3975,14.7975,319.82,3521,4.6,0.66
21035365,PC,2460311.482,4.6017382,2.615,17212,290.348,12.9994,753.271,6233,4.25,1.37
70897115,PC,2460291.074,13.414031,4.578,6670,81.9067,13.1421,587.794,5614,4.31,1.16
261141602,FP,2460310.065,1.4956727,1.965,3708,658.968,11.9409,239.055,4812,4.28,1.06
149302744,PC,2460197.514,14.8011934,3.42,345,55.7499,9.8106,193.29,6138.6,4.07,1.42
149302744,PC,2460175.079,33.6336133,5.352,384,27.3212,9.8106,193.29,6138.6,4.07,1.42
149302744,PC,2458374.209,672.6366236,7.4883769,423.1260918,1.0263046,9.8106,193.29,6138.6,4.07,1.41864
353302490,PC,2460309.569,1.5829358,1.64,11242,945.563,13.4815,598.703,6047.9,4.68,0.81
440562226,APC,2460311.068,0.9902419,1.405,16490,1227.07,13.4136,755.331,5643,4.25,1.25
259330386,PC,2460306.676,15.1389808,2.71,1596,67.4078,10.7962,82.7081,4448.2,4.6,0.7
408656366,APC,2460312.391,0.3695622,0.446,2001,1668.78,12.2414,342.122,5661,4.5,0.94
55390413,FP,2460309.127,1.8819016,1.162,5107,128.796,13.2387,375.707,4704,4.36,0.95
383829317,PC,2460320.796,9.9444971,3.171,3078,147.904,11.2722,630.147,6576,3.93,2.1
41875043,FP,2460337.887,0.9602835,1.497,3132,2118.57,12.9691,564.394,5708,4.38,1.08
357858008,PC,2460310.677,16.179367,3.903,10730,35.5088,12.6255,436.991,5576,4.37,1.07
350733403,PC,2460370.356,27.035894,3.477,3817,18.0249,12.6338,160.932,4225,4.62,0.66
444977814,PC,2460328.263,11.3689753,5.492,5979,206.513,12.4889,614.957,6076,4.26,1.31
150428135,CP,2459303.157,16.051106,1.3968229,2768.521242,2.7275631,10.9102,31.1265,3482,4.438,0.419457
150428135,CP,2458330.486,37.4236838,3.3650101,737.5519387,0.8822386,10.9102,31.1265,3482,4.438,0.419457
150428135,CP,2458331.35,9.977273,2.2583631,459.8525479,5.1416079,10.9102,31.1265,3482,4.438,0.419457
150428135,CP,2458353,27.8096898,2.9558823,406.8232517,1.3107501,10.9102,31.1265,3482,4.438,0.419457
154926644,PC,2460336.037,2.7897577,3.375,3360,1126.92,12.5322,1238.77,5794,3.52,2.92
85113291,PC,2460317.243,16.3475547,1.873,46329,1.37516,14.5962,,3662,4.61,0.65
317290270,PC,2460338.349,4.9792822,4.331,4376,1039.87,12.866,1260.84,6677,3.95,2.07
219707850,PC,2460338.156,0.7331156,0.559,45524,48.0269,14.2717,155.969,3326,4.77,0.46
390207998,PC,2460321.754,9.8162989,5.37,2369,250.587,12.5926,948.197,5755.9,3.77,2.18
99834321,APC,2460366.005,8.1420107,1.89,5380,54.4532,12.8725,723.398,6089,4.28938,1.27
343336312,PC,2460393.558,51.9120896,4.975,15569,5.28684,12.8066,339.348,5437,4.55,0.86
289441015,FP,2460394.09,1.5342604,3.271,1768,15822.4,12.695,625.983,8194,4.28,1.7
335661164,PC,2460365.878,0.8406912,1.489,2554,1679.35,12.9055,410.467,5170,4.42,0.95
405837291,PC,2460392.364,2.3206673,0.969,2935,42.4124,12.9341,184.12,4231,4.61,0.67
219239945,FP,2458389.367,13.697384,4.783848,1061.94658,96.8938034,10.966,217.621,5837,4.37713,1.10089
233867481,PC,2460415.354,4.1976032,1.971,10045,149.237,13.0287,583.755,5617,4.29,1.18
167631701,PC,2460369.656,19.394038,4.082,10061,25.3617,12.9664,518.602,5493,4.35,1.08
322369867,PC,2460387.423,4.0197822,3.18,5109,653.222,13.3792,931.193,6208,4.21,1.42
67246795,PC,2460362.063,4.2451891,2.663,5546,221.068,12.6968,426.494,5358,4.37,1.05
158657991,APC,2460366.837,0.7406805,0.598,2428,854.861,12.5233,537.401,6204.8,4.44,1.08
11894726,PC,2460359.065,7.0687489,0.515,50423,0.313028,14.3528,164.557,3368,4.77,0.47
16740548,PC,2460366.663,1.598803,2.438,14208,11433.8,13.3901,796.293,9488,4.58,1.32
1881298619,PC,2460363.02,5.0826878,5.11,7327,1426.43,13.1719,1526.54,6743,3.83,2.42
156512187,PC,2460352.534,20.3158735,5.276,39235,37.1984,12.9092,473.162,5725,4.53,0.91
366119858,CP,2460328.38,48.2590904,6.299,6743,13.5351,12.7199,434.178,5936,4.61,0.85
237914496,PC,2458326.816,3.568141,1.4556337,906.9993541,49.3636227,11.8371,84.4039,4015,4.61505,0.577735
233287217,PC,2460394.056,3.1642475,1.115,2330,296.494,11.3226,661.226,6975,4.01,2.02
233855268,PC,2459881.26,49.5355004,8.483,5687,27.5628,12.2564,541.015,6173,4.26,1.33
125366299,PC,2460392.427,2.8583729,1.236,11829,259.61,12.9085,537.48,5537,4.27,1.19
230856987,PC,2460365.56,2.3404152,2.522,11265,1539.65,13.1587,879.003,6686,4.34,1.33
354032153,PC,2459634.914,1.9639208,1.467,30553,74.4726,14.0905,270.872,3914.3,4.52,0.71
219803922,PC,2460340.028,66.9954225,2.024,5477,1.51166,11.3683,429.239,6078,4.14,1.51
219809549,PC,2460314.949,65.5580424,4.167,6381,0.95388,13.0172,228.15,4340,4.54,0.74
164783371,PC,2460367.078,4.2885021,1.427,4402,97.7022,13.0105,1008.39,5937.5,3.99,1.75
416195843,PC,2460420.817,2.4596079,2.168,2195,448.314,12.9405,427.132,5340,4.48,0.92
446166017,PC,2460392.777,1.9271521,1.201,58745,29.2163,14.8347,263.55,3516,4.7,0.55
237928815,PC,2458356.921,8.6729683,2.9598885,724.6732153,114.2649808,10.2036,120.984,5384,4.54758,0.91
237928815,PC,2458370.303,22.5682711,4.9745502,869.846616,31.9256027,10.2036,120.984,5384,4.54758,0.852304
430930679,PC,2460419.653,2.5604496,1.339,423,127.195,9.6396,60.445,4679,4.54,0.77
284592989,PC,2460368.42,1.7911016,1.3192751,12254.94398,114.7997816,14.367,295.802,3718,4.62057,0.636647
22903436,PC,2460397.023,17.7456043,2.675,1203,8.44389,8.1532,26.6423,4526,4.57,0.72
29953537,PC,2460013.338,0.7312783,1.289,322,2334.8,10.2097,137.386,5508,4.45,0.97
418981325,APC,2460448.381,0.9082202,1.461,605,10962.9,10.4875,573.293,8482,,2.18
366074071,PC,2460448.967,4.18142,4.43,7013,1099.82,10.2955,318.756,6293.8,4.04,1.76
284300833,PC,2460434.686,3.0513298,1.4911246,23465.90681,73.7445561,14.4804,349.473,3937,4.60668,0.653572
269343479,APC,2459244.902,4.1279985,1.698,3450,675.403,12.0302,445.119,5865,4.28,1.23
210904767,PC,2460079.46,8.6000492,3.059,639,256.415,8.9498,152.834,6920,4.31183,1.42
329981856,PC,2460088.85,3.3206355,4.732,667,1683.48,10.0679,183.08,5768,4.21,1.33
260004324,CP,2458327.417,3.8143009,1.3793952,457.7909152,26.3711883,10.1428,29.8424,3625,4.7833,0.504068
277039287,PC,2460128.288,21.0562422,4.4190398,2640.337199,31.8281648,11.6081,237.004,5376,4.45068,0.950465
201175570,CP,2460160.363,9.6994666,15.7960068,512.9617961,143.2589795,10.264,439.52,4696,4.438,4.2105899
345724317,FP,2460478.507,2.817627,1.455,868,327.873,10.4875,237.065,6320.6,4.4,1.17
57299130,PC,2460463.611,17.3840061,3.932,561,29.5344,9.094,64.2031,5228.2,4.56,0.82
263723967,PC,2460473.082,15.9669794,3.514,2229,42.1361,10.1135,232.078,5888,4.08,1.55
21720215,PC,2460477.847,2.2775983,1.3,1131,445.957,9.90787,201.532,6320,4.31,1.3
201899356,PC,2459139.158,3.1084574,2.534,9902,539.374,12.1788,528.702,6024,4.26,1.3
31142436,PC,2459199.606,5.2729668,3.738,1177,280.922,11.7732,216.12,5294,4.58,0.81
235015217,PC,2460175.328,4.0863647,2.213,4671,671.938,12.269,753.924,5969,3.96876,1.8
337217173,PC,2460214.323,40.3833862,2.345,6555,0.283517,11.5546,20.0182,3236,4.98108,0.25
391904697,PC,2458352.134,47.0196372,5.8659335,1251.745615,8.6423925,11.4994,191.058,5249.18,4.68369,0.877877
50592053,PC,2460505.634,1.4182984,0.654,2124,1110.56,10.3139,476.345,9267,4.32,1.75
18574158,FP,2460500.349,4.9131459,1.25,4488,76.9918,10.3552,190.241,5999,4.38,1.12
22038430,PC,2460500.66,2.8862017,0.487,412,15.4038,8.9588,29.7194,4269,4.65,0.64
329821992,PC,2460503.942,2.8637988,2.746,266,6505.86,7.78306,404.16,9416,3.49,4.62
62676654,PC,2460482.549,14.7595601,5.5790065,16406.55614,12.439999,11.9766,129.214,4708,4.80336,0.569838
167227214,KP,2460482.93,3.1290476,3.409295,13426.20632,1052.239,11.6961,298.64,5585,4.11064,1.4505399
110178537,KP,2460481.443,2.993282,2.5766956,14780.30095,1890.648971,12.419,655.037,6343,4.13783,1.58601
325670253,KP,2460480.136,3.3777419,2.8147435,17290.43499,370.3984667,12.8999,403.458,5080,4.33326,1.0408
317520667,KP,2460480.429,2.4651801,3.5668145,11993.57276,2726.632761,10.1154,279.86,6848,4.25,1.51554
104866616,KP,2460481.357,4.4626647,3.0802705,7983.827052,1405.47983,11.1323,290.736,7587,4.39508,1.3951401
219345200,PC,2458434.912,719.0381327,5.4244096,4851.409234,0.8538315,8.3643,94.697,5709.6,3.53,1.4981
469810663,PC,2460142.85,5.8497196,3.458,507,375.868,10.0094,191.394,6009.6,4.22,1.35
469810663,PC,2460070.9,1064.700399,3.285,1294,4.48172,10.0094,191.394,6009.6,4.22,1.35
244089109,KP,2460532.279,2.1376682,1.879,8819,531.159,9.13055,149.216,5806,4.05,1.6
23961340,PC,2460528.436,10.5137924,2.275,1611,25.6571,8.863,47.6049,4942,4.58,0.77
248769312,PC,2460527.926,3.7570477,1.938,340,197.985,8.8868,58.9521,5263,4.56,0.83
376867898,PC,2460466.125,61.5555962,6.996,182,15.6504,8.47427,144.581,6298,4.02,1.8
383723559,FP,2460530.687,2.6667526,2.594,190,1172.14,9.58671,280.342,6173,3.83,2.18
405010127,KP,2460509.504,13.2341261,2.3705157,18389.50925,16.1089138,13.8215,338.386,5025,4.88331,0.548929
139158696,KP,2460509.909,15.3573522,3.5894467,21072.39707,47.2404772,14.5293,872.343,5462,4.49258,0.915391
137685450,KP,2460517.615,,20.5949466,4156.28182,165.7019266,11.4605,397.292,6181.58,4.23853,1.36797
160428500,PC,2460549.09,8.7201675,3.11,957,84.6734,10.4371,128.952,5443,4.56,0.85
167342439,PC,2458345.524,52.7993058,6.11948,541.2696023,10.9718358,10.0906,130.959,5409.22,4.46229,1.02101
167342439,PC,2458328.767,17.4757465,4.6911418,163.268484,47.9221101,10.0906,130.959,5409.22,4.46229,1.02101
289218489,PC,2460555.634,4.4563756,3.316,308,452.138,9.55763,195.391,5658,3.93,1.8
14203588,PC,2460555.517,5.5334128,6.74,169,13680.1,8.58502,325.153,10409,4.15,2.28
298658399,PC,2460557.683,0.8118915,0.909,1245,4440.4,10.032,235.22,6019,4.02,1.71
276922692,PC,2460554.021,13.1689848,7.607,2592,472.115,12.3907,920.505,6282,3.84,2.2
138609069,PC,2460555.871,4.6504794,5.051,6221,1172.26,13.4554,1055.99,6274,3.79,2.34
66266024,PC,2460557.747,2.8120379,1.647,11880,282.122,13.3337,512.025,6004.1,,0.91
138225319,PC,2460553.137,3.4747684,3.054,4548,4048.18,12.9805,807.901,6572,4.14,1.65
188814758,PC,2460557.396,6.403011,5.82,3868,629.67,11.86,,5713.3,,1.53
233266582,PC,2460553.362,6.3962557,2.826,2257,164.368,12.177,416.945,5847,4.36,1.13
287191183,APC,2460388.54,12.1252851,6.998,2706,202.874,11.9823,602.863,4951,,2.39
391821647,FP,2458325.574,1.996071,5.910879,352.76672,1372.564389,10.8623,214.756,6636,4.60452,0.975121
366725641,PC,2460377.248,36.6892187,6.446,7413,57.1087,12.3503,518.344,6647,4.49,1.12
142385671,PC,2460394.126,12.7617794,4.223,26352,97.3693,13.4426,837.097,6305,4.48,1.06
22740615,PC,2460393.686,2.253174,1.118,81734,19.5121,14.2582,101.892,3340,4.9,0.33
286923515,PC,2460380.018,7.6253466,6.702,2810,504.852,12.8442,1003.73,5408,3.73,2.19
165337974,PC,2460544.198,21.8153374,4.087,2502,21.5566,11.5681,217.285,5399,4.53,0.87
364571121,APC,2460554.823,2.202258,1.046,48647,15.4828,14.7751,,3388,4.72,0.52
199289712,PC,2460393.229,1.0092447,1.472,7501,1267.16,13.3747,652.143,5491,4.17,1.34
233266797,PC,2460555.517,7.9039906,3.996,3040,213.482,13.0721,965.596,5797,3.95,1.79
274411493,APC,2460545.183,7.1554749,2.213,1811,1019.42,11.5896,1022.89,6919,3.73,2.78
195933415,PC,2460366.592,1.5852089,1.137,450,14006,9.3672,599.169,11678,4.05,2.74
396720998,APC,2458392.822,32.3766006,3.8827521,52579.87409,4854.687828,13.987,1350.32,50000,5.80276,0.147
396720998,PC,2458399.221,777.0516742,4.3877266,7211.926489,70.1244992,13.987,1350.32,50000,5.80276,0.147
166178400,PC,2460291.411,60.6825768,3.983,8480,10.102,11.4434,420.478,5918,4.13,1.48
296327387,PC,2460549.96,4.8510805,3.132,9714,250.696,13.1968,925.412,5578.5,,1.9
195483731,PC,2460558.164,1.102219,1.538,4361,4488.98,13.0673,1631.82,7469,3.87,2.51
62867537,APC,2460556.438,2.8371938,1.904,15303,1087.34,11.9812,566.041,7980,4.35,1.54
452864692,PC,2460422.038,2.1125062,1.228,5858,,12.527,792.54,,,
395214388,PC,2460416.358,4.6745746,8.627,1731,3744.12,12.3311,1078.06,5759,3.29,3.8
199488690,PC,2460565.045,3.3505745,4.633,3685,3106.23,12.0366,999.917,6940,3.93,2.21
293949992,PC,2460554.559,4.1560086,2.954,2503,501.609,12.6142,768.4,6056,4.11,1.55
313922260,PC,2460420.867,1.3821651,2.435,9250,7314.38,13.1922,1601.2,7662,4.12,1.94
430415564,PC,2460570.433,4.4264918,6.059,3584,2497.57,12.9147,1365.41,6231,3.74,2.46
309402106,FP,2458343.942,216.24584,1.0703729,5045.195068,312.4351835,8.488401,157.721,7053,4.22463,1.59688
325765282,PC,2460418.422,7.4156006,2.76,12272,149.56,13.1187,849.58,6446,4.21,1.5
444209952,PC,2460422.427,1.8471592,1.958,6589,,12.308,249.393,,,
469523613,PC,2460422.722,1.1838059,1.307,4487,2638.6,13.3122,1086.14,7433,4.22,1.68
197604890,PC,2460565.253,5.3590843,2.477,3018,101.96,11.0011,126.595,4845,4.52,0.81
371579161,FP,2460423.293,2.2215349,2.869,3539,,12.0545,892.821,,,
417564823,PC,2460421.981,17.0548288,4.555,5295,55.0578,13.3592,587.476,5769,4.17,1.38
66545173,PC,2460568.643,2.7945508,2.978,8242,1289.93,13.3622,1072.23,6345,4.15,1.56
237019002,PC,2460418.354,8.6145655,4.84,6195,577.62,12.1748,563.391,6467,4.28,1.38
430406538,PC,2460419.744,2.4425105,2.964,5639,,13.0372,1119.54,,,
430845815,PC,2460419.557,3.2396607,2.42,6158,,12.8137,565.628,,,
38510224,PC,2458329.915,18.3841259,3.4924479,1010.098922,10.4112654,11.7481,118.28,4356,4.60471,0.681407
38510224,PC,2458342.538,35.9432773,2.7244261,1178.967443,4.2586368,11.7481,118.28,4356,4.60471,0.681407
266488971,PC,2460541.666,8.8182594,2.169,5493,61.7662,13.2009,1165.55,6052,3.96,1.84
200465781,PC,2460422.364,7.0634276,2.056,5286,102.801,12.9436,741.716,6354,4.28,1.34
66286602,PC,2460569.249,3.424993,2.134,6276,,13.3724,863.955,,,
335624180,PC,2460418.978,4.6351977,3.856,11113,449.395,12.6686,561.587,5691,4.05,1.57
365712006,FP,2460421.843,3.0436916,2.414,8182,,13.0267,593.943,,,
361944563,APC,2460422.939,0.8738186,1.229,5487,1547.44,13.0031,646.214,5838,4.24,1.29
325908483,PC,2460547.319,18.9438583,4.108,12167,28.1157,12.3657,346.75,5583,4.47,0.95
199676274,APC,2460570.346,8.8691255,1.588,10597,,12.7978,652.105,,,
286382849,PC,2460335.382,37.8016862,3.788,1734,18.7121,10.8086,273.779,6783,,1.61
420383981,PC,2460422.161,2.5933417,3.253,9482,1492.39,12.2118,563.413,6258.1,,1.57
150151262,CP,2460139.317,9.531366,1.673,916,19.4095,9.9059,58.6212,4504,4.58833,0.72
150151262,CP,2460083.781,51.6991421,4.371,1339,2.70562,9.9059,58.6212,4504,4.58833,0.72
150151262,FA,2458417.121,53.746482,5.592988,1557.541816,3.3582641,9.9059,58.6212,4504,4.58833,0.842645
150151262,CP,2460082.804,84.83869,5.194,1020,1.21501,9.9059,58.6212,4504,4.58833,0.72
64198376,PC,2460417.301,3.1739167,3.65,2669,3458.24,12.8736,1353.61,7099,3.64,3.17
469436001,FP,2460558.272,0.9739887,1.594,2904,25053.9,13.149,1387.55,7357,4.08,1.95
277853911,PC,2460422.955,0.3075961,0.49,124509,117.396,14.8916,151.776,3257,4.86,0.37
345596003,PC,2460448.587,2.6414334,2.508,19204,580.045,13.3745,610.592,5753,4.4,1.06
272829240,PC,2460435.645,21.7276636,2.924,43934,1.32008,13.9933,115.061,3437,4.83,0.4
344855300,PC,2460443.356,3.2966077,3.965,4963,1459.72,12.066,666.281,6259,3.87,2.12
256418577,PC,2460443.236,3.3683989,4.63,3874,2907.88,12.3008,833.536,6902,3.85,2.41
269231011,PC,2460446.225,2.9650741,2.412,6279,,12.8934,1048.98,,,
434086605,PC,2460446.145,8.8204144,7.63,4100,553.234,13.2574,698.905,5672,3.81,2.07
167600516,PC,2458346.711,35.9993588,4.1814011,1086.73625,3.7788536,10.6925,69.3653,4316.7,4.60858,0.651075
167600516,PC,2458325.895,1.8715209,1.0213466,255.7891339,194.7571992,10.6925,69.3653,4316.7,4.60858,0.651075
434270112,PC,2460448.282,1.2433877,1.65,2757,2274.15,13.2252,697.962,6488,4.22,1.47
419524589,PC,2460442.171,5.3295884,3.713,5530,,12.551,1147.25,,,
404898080,PC,2460447.098,1.4716633,1.23,9168,997.016,13.1626,498.336,5298,4.34,1.07
420018238,PC,2460444.956,3.8282053,3.891,4275,1269.85,12.7389,884.206,6455,3.93,2.05
269102377,PC,2460447.742,3.5899561,3.434,3727,1033.33,12.4029,937.871,6224,3.6,2.87
188539008,PC,2460428.761,10.6185545,1.537,10466,18.9483,12.6634,590.48,5925.9,4.32,1.19
470749725,PC,2460439.075,5.6897753,4.153,6064,,13.027,618.889,,,
161687209,FP,2460556.902,1.2529962,1.083,14080,382.546,12.8161,196.593,4220,4.51,0.75
269514008,PC,2460449.126,5.4149624,1.24,4028,155.146,12.081,1154.79,7979,3.84,2.75
269330087,PC,2460446.086,3.8850223,1.209,6113,192.359,12.6728,699.662,7162,4.3,1.48
219195044,PC,2458412.826,4.3239329,1.5783127,977.2224915,23.7735564,11.5436,53.8473,3782,4.438,0.473141
219195044,PC,2458419.106,10.1775475,2.0401655,943.2876093,7.5929156,11.5436,53.8473,3782,4.438,0.473141
371909591,PC,2460444.617,5.1879527,5.979,3524,1933.52,12.5317,1030.49,6617,3.66,2.9
235717158,PC,2460478.279,2.4141149,1.329,10760,29.5308,14.2442,229.246,3438,4.64,0.61
263723781,PC,2460468.091,6.5433068,3.114,26297,102.868,13.3053,557.43,5295,4.34,1.07
408548144,PC,2460478.124,1.1376981,1.02,1217,349.377,12.6106,177.343,4244,4.52,0.74
400235555,PC,2460479.275,0.5289141,1.087,2503,3529.75,12.7353,625.682,5739.6,4.2,1.34
8416274,PC,2460411.471,23.2471066,2.031,12754,8.76779,13.0371,578.77,5839.1,4.45,1.01
402848417,PC,2460452.349,28.4664618,5.958,4267,36.4134,12.2041,544.981,5888,4.09,1.54
405542683,PC,2460478.3,1.3473988,0.444,11164,20.22,13.7182,207.933,3576,4.6158,0.64
351599985,PC,2460479.465,1.3432587,1.534,2215,663.13,12.1285,245.173,5031.1,4.48,0.87
459323923,CP,2460475.348,2.6520679,1.53,126188,15.7673,14.8294,126.126,3247,4.88,0.34
271971130,CP,2458327.552,19.2879579,2.1841643,4773.550883,0.7212871,13.5308,42.4048,3075,4.438,0.229824
352284958,PC,2460478.398,0.8818115,1.558,2067,4304.47,13.085,1276.55,6571,3.91,2.14
331619598,PC,2460466.657,7.1467369,3.913,1157,412.052,11.5576,350.869,6252,4.4,1.15
378860702,PC,2460475.219,3.1875721,1.825,4278,,11.878,,,,
154869806,PC,2460435.799,27.6174987,4.509,2176,17.4356,12.1854,293.366,5469,4.51,0.9
377622130,PC,2460464.05,8.8600515,2.493,10563,45.247,11.9445,299.123,5481,4.45,0.97
468350765,PC,2460477.354,3.8949005,2.171,1071,116.253,11.8389,144.751,4718,4.66,0.67
376354189,PC,2460478.565,1.9299641,0.37,26801,2.99687,14.6049,181.369,3554,4.78,0.46
469523619,PC,2460422.723,1.1838063,1.233,1853,6017.49,12.3132,1075.54,8996,4.14,2.11
431033767,PC,2460423.523,3.338577,3.519,3620,2475.81,13.1238,1622.57,7482,4.02,2.13
